text,emotion
"['wait', 'see', 'belgium', 'destroy', 'brazil', 'best', 'luck', 'lukaku']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['predict']","neutro"
"['brazil', 'v', 'belgium', 'fellaini', 'look', 'like', 'one', 'jackson', '5']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['brazil', 'v', 'belgium', 'next', 'latest', 'special', 'site']","positivo"
"['casemiro', 'bar', 'kkkkkkkkkkkkkkkkkkkkkkk', 'today', 'brazil']","positivo"
"['hoov', 'everyth', 'know', 'dear', 'dad', 'jan']","neutro"
"['predict', 'tomorrow', 'hope', 'like', 'mine', 'let', 'get', 'video', 'go', 'viral', 'share']","positivo"
"['insha', 'god', 'ajker', 'match', 'ta', 'belgiam', 'win', 'hoib']","positivo"
"['day', 'decis', 'day', 'heart', 'green', 'yellow', 'today', 'brazil']","positivo"
"['pau', 'give', 'belgium', 'brazil', 'batteri', 'nervou']","negativo"
"['quot', 'sorcer', 'hexa', 'quot', 'canarinho', 'gun', 'unit', 'forc', 'brazil', 'boiler']","negativo"
"['guy', 'hexa', 'lockscreen', 'trio', 'hexa', 'someon', 'want', 'call', 'dm', 'send']","neutro"
"['predict']","neutro"
"['two', 'powerhous', 'team', 'amp', 'collid', 'tonight', 'go', 'semifin', 'brazil', 'vs', 'belgium']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['maridooooo']","neutro"
"['bye', 'uruguay', 'today', 'brazil', 'pass', 'catch', 'franc']","neutro"
"['hello']","positivo"
"['miss', 'n', 'leav', 'casemiro', 'log', 'suspend', 'damn', 'leav', 'entraar']","negativo"
"['link', 'aliv', 'crowd', 'brazilian', 'patrimoni', 'kkkkkkkkkk', 'possibl']","positivo"
"['sport', 'lover', 'like']","positivo"
"['imagin', 'half', 'final', 'franc', 'belgium', 'mth', 'crime', 'wsh']","positivo"
"['brazil', 'world', 'cup', 'arm', 'camera']","neutro"
"['sorcer', 'hexa', 'come', '39', 'boy', 'propaganda', 'brand', 'beer']","neutro"
"['strike', 'win', 'neymar', 'jr', 'go', 'neymar', 'root', 'u', 'team', 'brazil', 'stay', 'healthi', 'man']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['like', 'bar', 'casimiro', 'u0001f92c', 'u0001f92c']","positivo"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['littl', 'brazil', 'music', 'today', 'jesu', 'humili', 'satan', 'quot', 'come', 'faith']","positivo"
"['one', 'spot', 'fill', 'semifin', 'next', 'tough', 'group', 'guess', 'winner']","positivo"
"['matchday', 'biggest', 'game', 'gener', 'come', 'far', 'let', 'grab', 'chanc', 'h']","positivo"
"['predict']","neutro"
"['brazil', 'v', 'belgium', 'fellaini', 'look', 'like', 'one', 'jackson', '5']","positivo"
"['peopl', 'mean']","negativo"
"['kiss', 'foreign', 'report', 'q', 'tue', 'controversi', 'predict', 'comparison']","neutro"
"['viewer', 'food', 'order', 'ongo']","neutro"
"['lukaku', 'like', 'jesu']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['nen', 'hope', 'stress', 'men']","positivo"
"['arriv']","neutro"
"['next', 'brazil', 'vs', 'belgium', 'belgium', 'pl', 'follow', 'franc', 'footprint']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['interest', 'see', 'brazil', 'follow', 'franc', 'perform', 'roll', 'uruguay', 'quarter', 'blue', '39']","neutro"
"['allah', 'set', 'neymar', 'repres', 'program', 'vers', 'reveal', 'world', 'pax', 'world', 'train', 'mathraba', 'feed', 'mean', 'feed']","neutro"
"['attend', 'belgian', 'brazilian']","neutro"
"['xa0matchday', 'good', 'chanc', 'devil', 'even', 'believ']","positivo"
"['receiv', 'pan', 'frigideira', 'polishop', 'anti', 'member', 'flavorston', 'philip', 'wall', 'hexa']","positivo"
"['neymar', 'like', 'hazard']","neutro"
"['east', 'half', 'rest', 'see', 'oppon']","neutro"
"['l', '39', 'isl', 'sur', 'la']","neutro"
"['piti', 'bet', 'import', 'catch', 'even', 'souti']","positivo"
"['predict', 'tomorrow', 'hope', 'like', 'mine', 'let', 'get', 'video', 'go', 'viral', 'share']","positivo"
"['neymar', 'like', 'hazard']","neutro"
"['peopl', 'casemiro', 'bar']","neutro"
"['two', 'power', 'hous', 'collid', 'tonight', 'got']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['find', 'dembélé', 'must', 'holder', 'middl']","neutro"
"['today', 'want', 'day', 'term', 'good', 'lt', '3', 'bye', 'belgium']","positivo"
"['predict']","neutro"
"['peopl', 'casemiro']","neutro"
"['winner', '_________']","positivo"
"['winner']","positivo"
"['casemiro', 'bar', 'kkkkkkk', 'laugh', 'respect', 'brazil', 'x', 'belgium']","positivo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['dream', 'believ', 'achiev', 'let', 'write', 'histori', 'togeth']","positivo"
"['remov', 'espan', 'h', 'angri', 'sina', 'x', 'ico', 'lemanja', 'miss', 'b', 'elgica', 'f', 'r', 'even']","neutro"
"['rise', 'opportun']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['predict']","neutro"
"['found', 'way', 'handl', 'neymar', 'tonight', 'match']","positivo"
"['7']","neutro"
"['1', 'hour', 'n', 'min', 'watch', 'neymar', '39', 'roll', 'talent']","negativo"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['best', 'goal', 'lush', 'knock', 'extraordinari', 'regard', 'excel', 'transmiss']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['come', 'brazil', 'salvag', 'south', 'american', 'campaign']","positivo"
"['remov', 'espan', 'h', 'angri', 'sina', 'x', 'ico', 'lemanja', 'miss', 'b', 'elgica', 'f', 'r', 'even']","neutro"
"['want', 'sate', 'footbal', 'night', 'allow']","positivo"
"['small', 'miracl', 'belgian', 'return', 'brazilian', 'go', 'ahead', 'belgium', 'live']","positivo"
"['brazil', 'win', '2', '1', 'belgium']","positivo"
"['brazil', 'win']","positivo"
"['brazil', 'two', 'goal', '1', 'brazil', 'two', 'goal', '1', 'brazil', 'two', 'goal', '1', 'brazil']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['root', 'belgium', 'later']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['predict']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['small', 'miracl', 'belgian', 'return', 'brazilian', 'go', 'ahead', 'belgium', 'live']","positivo"
"['small', 'miracl', 'belgian', 'return', 'brazilian', 'go', 'ahead', 'belgium', 'live']","positivo"
"['felt', 'firm', 'twist', 'meet', 'thank', 'god', 'x']","positivo"
"['franc', 'alreadi', 'get', 'away', 'live', 'wait', 'brazil', 'belgium', 'one', 'get', 'away']","neutro"
"['tick', 'casemiro']","negativo"
"['brother', 'law', 'nemar', 'today', 'goal', 'roll']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['favourit', 'take', 'explos', 'tonight', 'go', 'seed', 'pick', 'winner']","positivo"
"['aaaaaa', 'glenda', 'yuri', 'aaaaa', 'help']","positivo"
"['anxieti', 'take', 'account', 'hymn', 'sung', 'hour', 'boy', 'ney', 'littl', 'coutinho', 'firm', 'galvão', 'speak']","neutro"
"['brazil', 'definit', 'play', 'semifin']","positivo"
"['pau', 'give', 'belgium', 'brazil', 'batteri', 'nervou']","negativo"
"['thank', 'win', 'hexa', 'one', 'less', 'tri', 'murro', 'na', 'belgium']","negativo"
"['congratul', 'franc', 'play', 'better', 'win']","positivo"
"['littl', 'brazil', 'music', 'today', 'jesu', 'humili', 'satan', 'quot', 'come', 'faith']","positivo"
"['today', 'v', 'game']","neutro"
"['today', 'eve', 'actual', 'tierdoku', 'quot', 'swallow', 'russia', 'quot', 'plan', 'chang']","neutro"
"['star', 'shine', 'one']","positivo"
"['franc', 'brazil', 'belgium']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['hundr', 'brazilian', 'walk', 'arena', 'boiler']","neutro"
"['guy', 'hexa', 'lockscreen', 'trio', 'hexa', 'someon', 'want', 'call', 'dm', 'send']","neutro"
['predict'],"neutro"
"['absolutament', 'game', 'brazil', 'inform', 'review', 'review', 'video', 'gif']","neutro"
"['poor', 'casemiro', 'old', 'lol', 'brazil', 'x', 'belgium']","negativo"
"['brazil', 'go', 'home', 'today']","negativo"
"['yuriiii', 'wonder']","neutro"
"['day', 'decis', 'day', 'heart', 'green', 'yellow', 'today', 'brazil']","neutro"
['fact'],"neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['predict', 'correctli', 'scorelin', 'match', 'amp', '2', 'goalscor', 'free', 'gift', 'predict', 'end']","neutro"
"['let', 'get', 'qf', 'parti', 'start', 'fifa', 'match', 'today']","positivo"
"['win', 'next', 'game']","positivo"
"['retweet', 'brazil', 'like', 'belgium']","neutro"
"['lukaku', 'like', 'jesu']","neutro"
['hello'],"positivo"
"['sinc', '1994', 'least', 'reach', 'quarter', 'final', 'everi', 'come', 'health', 'system', 'thoug']","neutro"
"['second', 'pictur']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['retweet', 'brazil', 'like', 'belgium']","neutro"
"['casemiro', 'lifetim', 'bar']","neutro"
"['hard', 'feel', 'support', 'belgium']","neutro"
"['pau', 'give', 'belgium']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['neymar', 'like', 'hazard']","neutro"
['sorcer'],"neutro"
['predict'],"neutro"
"['brazil', 'win', 'hj', 'catch', 'franc', 'car', 'suffer', 'anticip']","neutro"
"['aint', 'root', 'team', 'devil', 'name', 'hope', 'lost']","negativo"
"['readi', '2', 'pick', 'lui', 'suarez', 'airport', 'neymar', 'follow']","neutro"
"['today', 'brazil', 'anim', 'game', 'infarct']","negativo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['congratul', 'franc']","positivo"
"['today', 'hexa', 'pure', 'rage', 'come']","negativo"
"['game', 'tournament', 'coach', 'roberto', 'martinez', 'ahead', 'agre']","neutro"
"['lukaku', 'like', 'jesu']","neutro"
"['brazil', 'v', 'belgium', 'fellaini', 'look', 'like', 'one', 'jackson', '5']","positivo"
"['like', 'bar', 'casemiro']","neutro"
"['curs', 'mt', 'fifa', 'agr', 'kkkkkk', 'kkkkkkkk', 'casemiro', 'ye', 'full', 'gun']","positivo"
"['guy', 'fan', 'mysteri', 'canari', 'gun', 'togeth', 'signal', 'hexa', 'come', 'sim']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['two', 'power', 'hous', 'collid', 'tonight', 'got']","positivo"
"['togeth', 'behind', 'devil', 'lot', 'success', 'wish']","positivo"
"['hard', 'feel', 'support', 'belgium']","neutro"
"['today', 'brazil']","positivo"
"['come', 'red']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['prion', 'brother', 'sister']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['2nd', 'poster', '1', '4', 'final', 'even', '20h', 'favorit', 'brazilian']","neutro"
"['sleep', 'dream', 'come', 'soon', 'hard', 'imagin', 'bigger', 'fan', 'mohammad', 'rohe']","neutro"
"['x', 'hunch', 'predict']","neutro"
"['tonight', 'fun', 'battl', 'fellaini', 'vs', 'neymar', 'fun', 'watch']","positivo"
"['receiv', 'pan', 'frigideira', 'polishop', 'anti', 'stick', 'neymar', 'fall', 'goal']","positivo"
"['cough', 'sorcer']","neutro"
"['brazilian', 'cup', 'russia', 'emot', 'fuck', 'car', 'creepi']","negativo"
"['want', 'belgium', 'win']","positivo"
"['decid', 'brazilian', 'chicken', 'belgian', 'inspir', 'mussel', 'aka', 'mussel', 'know', 'flavour', 'alway']","neutro"
"['neymar', 'theater', 'deposit', 'brazil', 'belgium', 'becom', 'art', 'transfer']","negativo"
"['scienc', 'nobl', 'quran', 'fingerprint', 'chat']","neutro"
"['lukaku', 'like', 'jesu']","neutro"
"['car', 'anxiou', 'game', 'brazil', 'x', 'belgium', 'lack', '1', 'hour', '33', 'minut', '27', 'second']","neutro"
"['tick', 'casemiro']","neutro"
"['neymar', 'theater', 'deposit', 'brazil', 'belgium', 'becom', 'art', 'transfer']","negativo"
"['giveaway', 'question', 'vs', 'final', 'score', 'reward', '2000', '1st', 'person']","neutro"
"['come', 'belgium']","positivo"
"['also', 'answer', 'media', 'penalti', 'impos']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['today', 'brazil', 'name', 'fan', 'psycho', 'yuri', 'torski', 'whose', 'last', 'name', '6', 'letter', 'hexa']","neutro"
"['ciro', 'presid', 'kurt', 'vice', 'brazil', 'hexa', 'brazil', 'big']","neutro"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
['predict'],"neutro"
"['either', 'get', 'drunk', 'happi', 'get', 'drunk', 'forget', 'pain']","positivo"
"['anxieti', 'take', 'account', 'hymn', 'sung', 'hour', 'boy', 'ney', 'littl', 'coutinho', 'firm', 'galvão', 'speak']","neutro"
['excel'],"neutro"
"['brazil', 'win', 'time', 'normal', 'psycholog', 'enough', 'endur', 'penalti', 'shootout']","positivo"
"['feiticeirooo', 'yyyi']","positivo"
"['got', 'afternoon', 'match', 'cours', 'everyon', 'vanish', 'work', 'minut', 'clock', 'hi']","neutro"
"['one', 'potenti', 'classic', 'match', 'watch']","neutro"
"['mysteri', 'sort']","neutro"
"['small', 'stressk']","neutro"
"['saw', 'video', 'footag', 'final', 'get', 'team', 'bu', 'hotel', 'room', 'delay', 'writh', 'p']","neutro"
"['live', 'breath', 'love', 'u0001f973', 'goooooaaaaallllllll']","positivo"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['let', 'belgian', 'brazilian', 'yet', 'even', 'home', 'send', 'pleas']","negativo"
"['neymar', 'lukaku', 'standout', 'goal', 'threat', 'v', 'trader', 'think', 'back', 'goal']","neutro"
"['psycho', 'hexa', 'brazil', 'x', 'belgium']","neutro"
"['wait', 'brazil', 'need', 'win']","positivo"
"['retweet', 'brazil', 'like', 'belgium']","neutro"
['hahahaha'],"positivo"
"['brazil', 'v', 'belgium', 'world', 'cup', 'quarter', 'final', 'preview', 'bet', 'tip', 'odd', 'h2h', 'team', 'news']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['song', 'pleas', 'contact']","neutro"
"['100', 'giveaway', 'neymar', 'score', 'first', 'tonight', 'vs', 'belgium', 'giveaway', '100', 'one', 'lucki', 'person', 'enter', '1']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['q', 'dare', 'bar']","neutro"
"['look', 'sorcer', 'aaaaaa']","positivo"
"['come', 'hexa', 'brazil']","positivo"
"['money', 'sorcer', 'hexa', 'ta', 'na', 'globe', 'so', 'come', 'hexa']","positivo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['view', 'live', 'arriv', 'bu']","neutro"
"['brazil', '1', 'belgium', '2']","neutro"
"['2nd', '1', '4', 'final', 'clash', '2', 'favourit', 'meet', 'head', 'head', 'samba', 'boy', 'brazil', 'red', 'devil', 'f']","neutro"
"['uruguay', 'x', 'franc', 'brazil', 'x', 'belgium', 'today', 'brazil', 'sil', 'sil']","neutro"
['predict'],"neutro"
"['calm', 'even', 'scan', 'next', 'oppon']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['brazil', 'class', 'play', 'soccer', 'send', 'belgium', 'home', 'demerit', 'peopl', 'one']","neutro"
"['look', 'someon', 'import', 'visit', 'profil']","neutro"
"['belgium', '2', '1', 'brazil']","neutro"
"['belgium', 'brazil', 'kick', 'still']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['good', 'luck', 'belgian', 'team', 'tonight', 'abl', 'defeat', 'brazil', 'tonight', 'get', 'readi', 'match', 'fif']","positivo"
"['excit', 'match', 'rn']","positivo"
"['neymar', 'like', 'hazard']","neutro"
"['sorcer', 'side', 'canari', 'ta', 'gun', 'tobi', 'ta', 'bandana', 'tite', 'ta', 'roll', 'joy', 'neynar']","positivo"
"['ga', 'lot', 'pleasur', 'enjoy', 'red', 'devil', 'match', 'ceo', 'centuri', '39', 'other', 'hype', 'hyper']","neutro"
"['niec', 'fan', 'messi', 'creat', 'love']","positivo"
"['today', 'fall', 'enemi', 'neymar', 'pq', '100', 'jesu', 'amen', 'brother']","neutro"
"['attend', 'belgian', 'brazilian']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['togeth', 'behind', 'devil', 'lot', 'success', 'wish']","positivo"
"['go', 'next', 'round']","positivo"
"['md', 'way', 'give', 'flag', 'na', 'globe', 'kkkkkkkkkkkkk']","positivo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['brazil', 'v', 'belgium', 'fellaini', 'look', 'like', 'one', 'jackson', '5']","positivo"
"['glenda', 'ye', 'kitti', 'neither']","neutro"
"['perci', 'predictor', '100', 'loss', 'rate', 'let', 'guess', 'win']","positivo"
"['protego', 'boy', 'ney']","positivo"
"['today', 'brazil', 'good', 'psycholog', 'desir', '4', 'gol', 'brazil', 'none', 'goal', 'give', 'belgium', 'sem', 'extens']","neutro"
"['news', 'spaciou', 'q', 'belgium', 'time', 'strong', 'q', 'select', 'deal', 'cup', 'news', 'good', 'q']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['friend', 'belgian', 'feel', 'past', 'make', 'even', 'sure', 'neymar']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['next', 'match', 'brasilien', 'belgium', '20', '00', 'kick', 'read', 'kampoptakt']","neutro"
"['franc', 'move', 'take', 'next', 'brazil', 'belgium']","neutro"
"['play', 'actor', 'neymar', 'spent', '14', 'min', 'lie', 'pitch', 'russia']","negativo"
"['brazil', 'vs', 'belgium', 'match', 'afford', 'take', 'day', 'neymar', 'roll', 'fake', 'injuri', 'th']","negativo"
"['neymar', 'brazil']","neutro"
"['pair', 'friend', 'moroccan', 'thee', 'go', 'barbecu', 'organ', 'belgium', 'brazil', 'look', 'stra']","neutro"
"['know', 'neymar', 'spent', '14', 'minut', 'ground', 'far', 'fifa', 'world', 'cup', '2018', 'report']","negativo"
"['win', 'next', 'game']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
['predict'],"neutro"
"['go', 'next', 'round']","positivo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['hit', 'sorcer', 'tv']","neutro"
"['lukaku', 'like', 'jesu']","neutro"
"['today', 'boy', 'ney', 'cai']","negativo"
"['big', 'screen', 'tonight', '20h', 'free', 'entranc', 'amp', 'gadget', 'afterparti', 'gvq']","neutro"
"['lukaku', 'like', 'jesu']","neutro"
"['photo', 'sorcer', 'canari', 'kind', 'game', 'today']","positivo"
"['fan', 'left', 'today', 'sugar', 'forc', 'belgian']","negativo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['hair', 'green', 'shirt', 'brazil', 'finish', 'address', 'way', 'ask', 'quot', 'bought', 'quot', 'hair', 'alreadi']","neutro"
"['gonna', 'face']","neutro"
"['neymar', 'like', 'hazard']","neutro"
"['brazil', 'leather', 'may', 'come', 'closer']","negativo"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
['predict'],"neutro"
"['beauti', 'slovenia', 'hello', 'zlatko', 'zahov', 'east']","positivo"
"['pend', 'southern', 'neighbor']","neutro"
"['valley', 'vacanc', 'semifin', 'tue', 'talent', 'tue', 'breed', 'latest', 'whistl', 'htt']","neutro"
['thriller'],"positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['kkkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'peopl', 'find', 'live', 'room', 'habbo']","positivo"
"['lukaku', 'like', 'jesu']","neutro"
"['jesu', 'goal', 'scorer', 'goal', 'miss']","negativo"
"['today', 'brazil', 'franc', 'x', 'uruguay', 'pau', 'cú', 'give', 'belgium', 'other', 'select']","neutro"
"['moto', 'c', 'prepar', 'game']","neutro"
"['brazil', 'cool', 'prefer', 'see', 'belgium', 'qualifi', 'tonight']","positivo"
"['jan', 'mulder', 'orang', 'wristband', 'luck', 'bring', 'red', 'lingeriesetj']","neutro"
"['master', 'face', 'lol']","positivo"
"['cup', 'brazil', 'alreadi', 'one', 'icon', 'mascot', 'one', 'icon', 'fan', 'one', 'icon', 'technic', 'one', 'icon', 'mem']","neutro"
"['today', 'brazil', 'much', 'hate']","negativo"
"['watch', 'brazil', 'vs', 'belgium', 'live', 'stream', 'free', 'onlin', 'hd', 'tv', 'coverag', 'watch', 'hd']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['kind', 'hexa', 'stay', 'photo', 'alisson', 'brigadeiro', 'noth', 'assembl']","neutro"
"['hexa', 'nossoo']","positivo"
"['brazil', 'make', 'proud']","positivo"
"['brazilian', 'beat', 'day']","negativo"
"['sorcer', 'psycho', 'na', 'globoooooo']","neutro"
"['brazil', 'win', 'time', 'normal', 'psycholog', 'enough', 'endur', 'penalti', 'shootout']","positivo"
"['glori', 'glori', 'hallelujah', 'glori', 'glori', 'hallelujah', 'glori', 'glori', 'hallelujah', 'gabriel', 'jesu', 'crowd', 'brazil']","positivo"
"['like', 'retweet', 'franc', 'murder', 'opposit']","neutro"
"['soon', 'see', 'think', 'true', 'semifin', '100', 'european']","neutro"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['yellow', 'nodul', 'see', 'way', 'paran']","neutro"
['predict'],"neutro"
"['witch', 'doctor', 'icon', 'dono', 'cup']","neutro"
"['100', 'hand']","neutro"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['thank', 'realli', 'super', 'quiet', 'much', 'game', 'today']","negativo"
"['today', 'brazil', 'x', 'belgium', 'rank']","neutro"
"['nervou', 'possibl', 'x', 'semi', 'also']","negativo"
"['lukaku', 'like', 'jesu']","neutro"
"['neymar', 'like', 'hazard']","neutro"
['hello'],"positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['jkjnqojjdnkoqdhofw', 'go', 'make', 'stop', 'cardiac']","positivo"
"['2014', 'never', 'twist', 'brazil', 'dess', '7x1', '2018']","negativo"
"['money', 'sorcer', 'hexa', 'ta', 'na', 'globe', 'so', 'come', 'hexa']","positivo"
"['boy', 'ney']","neutro"
"['cum', 'sorcer', 'globe', 'kkkkkkkkkk', 'brazil', 'x', 'belgium']","positivo"
"['look', 'yuri', 'amigossss']","neutro"
"['brazil', 'take', 'belgium', 'fifa', 'world', 'cup', 'quarter', 'final', 'today', 'brazil', 'boast', 'best', 'defenc', 'far', 'belgian']","positivo"
"['countri', 'battl', 'footbal', 'field', 'today', 'countri', 'would', 'rather', 'travel']","neutro"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['brésil', 'belgiqu', 'watch', 'way', 'follow', 'live', '20h']","neutro"
"['sorcer', 'aaa']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['lukaku', 'like', 'jesu']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['get', 'support', 'brazil', 'equip', 'south', 'american', 'latino', 'tournament', 'countri']","neutro"
"['articl', 'view', 'olawaaaa', 'eleeeeeeeeee']","positivo"
"['free', 'cassimiro']","positivo"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
['predict'],"neutro"
"['yuri', 'gave', 'attent', 'kkkkkkkk']","positivo"
"['ga', 'lot', 'pleasur', 'enjoy', 'red', 'devil', 'match', 'ceo', 'centuri', '39', 'other', 'hype', 'hyperbolen']","neutro"
"['franc', 'ahead', 'uruguay', 'kazan', 'fan', 'festa', 'belgium', 'versu', 'brazil']","neutro"
"['bwin', 'often', 'roll', 'one', 'foul', 'öftesten', 'ground']","neutro"
"['help', 'yuri', 'sorcer', 'live', 'na', 'globe', 'kkkkkkk']","neutro"
"['would', 'see', 'semi', 'final', 'team', 'franc', 'belgium', 'love', 'brazil']","neutro"
"['brazil', 'v', 'belgium', 'watch', 'head', 'kazan', 'arena', 'brazier', 'ole']","neutro"
"['adam', 'alien', 'u0001f6f8jil', 'amp', 'mile']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['adam', 'alien', 'u0001f6f8jil', 'amp', 'mile']","neutro"
"['arriv', 'live', 'room', 'search', 'friend']","neutro"
"['exhibit', 'hate', 'brazil', 'amassa', 'gringo', 'na', 'footbal', 'boot', 'rage', 'give', 'twist', 'entir', 'togeth', 'brazil']","negativo"
"['yuri', 'plate', 'dri', 'belgium']","neutro"
"['walk', 'find', 'glenda', 'differ']","neutro"
"['sorcer', 'na', 'globe', 'brazilian', 'know', 'forc']","positivo"
"['bit', 'space', 'free', 'tonight', 'brazil', 'vs', 'belgium', 'match', 'even', 'give', 'us', 'call', 'email', '020', '7498', '197']","neutro"
"['come', 'hexa', 'brazil']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['got', 'goodi', 'chanc', 'win', 'prepar', 'big', 'game']","positivo"
"['ascend', 'countless', 'half', 'final', 'forget', 'enrol', 'us', 'longitud', 'match', 'cup', 'world']","positivo"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['canari', 'fan', 'psycho', 'danc', 'pagodinho', 'would', 'say', 'hexa', 'bless']","positivo"
"['thiago', 'silva', 'like', 'alderweireld']","neutro"
"['today', 'brazil', 'day', 'fall', 'goal', 'scream']","positivo"
"['cup', 'brazil', 'alreadi', 'one', 'icon', 'mascot', 'one', 'icon', 'fan', 'one', 'icon', 'technic', 'one', 'icon', 'mem']","neutro"
"['strong', 'good', 'courag', 'fear', 'afraid', 'lord', 'thi', 'god', 'doth', 'go']","positivo"
"['long', 'go', 'action', 'drama', 'goal', 'certain', 'part', 'massiv', 'encount']","positivo"
"['watch', 'world', 'power', 'superstar', 'face', 'career', 'defin', 'match', 'one']","positivo"
